Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Without You,Air Supply,2020 July,5YoH2S74oJCyot9CW6Fy1T,https://open.spotify.com/track/5YoH2S74oJCyot9CW6Fy1T,94%,Retro Dance & Pop-Rock,Air Supply - Without You.mp3
Pianissimo (Original),Alfred Azzetto Feat. Vincent Valler,2019 April,3GMdaSzCZs1q8PVqPGJOtF,https://open.spotify.com/track/3GMdaSzCZs1q8PVqPGJOtF,94%,Retro Dance & Pop-Rock,Alfred Azzetto Feat. Vincent Valler - Pianissimo (Original) [www.slider.kz].mp3
Until You Come Back to Me (That's What I Am Going to Do),Aretha Franklin,2020 July,2LpZH5SMNIyNLU31eJ0kWu,https://open.spotify.com/track/2LpZH5SMNIyNLU31eJ0kWu,94%,Retro Dance & Pop-Rock,Aretha Franklin - Until You Come Back to Me (That's What I Am Going to Do).mp3
One Week,Barenaked Ladies,2020 July,6R2QkjqfhsQhn3MsTYvMEz,https://open.spotify.com/track/6R2QkjqfhsQhn3MsTYvMEz,94%,Retro Dance & Pop-Rock,Barenaked Ladies - One Week.mp3
Sleep Alone,Ben Phipps ft. Ashe,2017 March,5wle96dAvXwXdbxeJHAVXZ,https://open.spotify.com/track/5wle96dAvXwXdbxeJHAVXZ,94%,Retro Dance & Pop-Rock,Ben Phipps ft. Ashe - Sleep Alone.mp3
Time to Say Goodbye (Single Version),Bettye Swann,2020 July,11qnPywHp7HBczPnoO8L5s,https://open.spotify.com/track/11qnPywHp7HBczPnoO8L5s,94%,Retro Dance & Pop-Rock,Bettye Swann - Time to Say Goodbye (Single Version).mp3
Beautiful Liar,Beyoncé & Shakira,2018 September,76Y07hjDi7fjJnZKsQbEaF,https://open.spotify.com/track/76Y07hjDi7fjJnZKsQbEaF,94%,Retro Dance & Pop-Rock,10 - Beyoncé & Shakira - Beautiful Liar.mp3
bad guy,Billie Eilish,2019 July,2Fxmhks0bxGSBdJ92vM42m,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,94%,Retro Dance & Pop-Rock,Billie Eilish - bad guy [www.slider.kz].mp3
Cinderella (She Said Her Name) [Radio Edit],Bob Sinclar,2018 September,0RE5GndnCpO83GK7SYxF9W,https://open.spotify.com/track/0RE5GndnCpO83GK7SYxF9W,94%,Retro Dance & Pop-Rock,Bob Sinclar - Cinderella (She Said Her Name) [Radio Edit] [www.slider.kz].mp3
Because you loved me,Celine Dion,Root,2c4rr33mgGC4c9cWzqdYxN,https://open.spotify.com/track/2c4rr33mgGC4c9cWzqdYxN,94%,Retro Dance & Pop-Rock,Celine Dion - Because you loved me.mp3
After the Love Has Gone,Damage,2020 July,4g4eWSqKANb546ZN87t8mW,https://open.spotify.com/track/4g4eWSqKANb546ZN87t8mW,94%,Retro Dance & Pop-Rock,Damage - After the Love Has Gone.mp3
Time to Say Goodbye (Instrumental Version),David Abel & Orchestra,2020 July,0GJP1kbCK1aFBsRtp2OquJ,https://open.spotify.com/track/0GJP1kbCK1aFBsRtp2OquJ,94%,Retro Dance & Pop-Rock,David Abel & Orchestra - Time to Say Goodbye (Instrumental Version).mp3
Delusion ft. Monna - Fight For Love,Delusion,2020 April,3lC2gnXn27FLgJgcFYMEAR,https://open.spotify.com/track/3lC2gnXn27FLgJgcFYMEAR,94%,Retro Dance & Pop-Rock,Delusion - Delusion ft. Monna - Fight For Love.mp3
Dancing in the dark,Dev,2017 November,01GiKL2VdUWqk00gbK2Z7i,https://open.spotify.com/track/01GiKL2VdUWqk00gbK2Z7i,94%,Retro Dance & Pop-Rock,Dev - Dancing in the dark.mp3
Walk On By,Dionne Warwick,2020 July,3xsOtNxtBW0oTI1OWKAzTm,https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm,94%,Retro Dance & Pop-Rock,Dionne Warwick - Walk On By.mp3
Savannah (feat. Philly K) [NCS Release],Diviners,2017 Febuary,63gocOBVVq8hEj0AVMvdeZ,https://open.spotify.com/track/63gocOBVVq8hEj0AVMvdeZ,94%,Retro Dance & Pop-Rock,Diviners - Savannah (feat. Philly K) [NCS Release].mp3
Moskau,Dschinghis Khan,2018 August,5t77UGzgSBRDDnaxJvE9R3,https://open.spotify.com/track/5t77UGzgSBRDDnaxJvE9R3,94%,Retro Dance & Pop-Rock,A - Dschinghis Khan - Moskau.mp3
Flow,Dub FX,2020 April,1hipWHQ2FDMP2rXUMY02FO,https://open.spotify.com/track/1hipWHQ2FDMP2rXUMY02FO,94%,Retro Dance & Pop-Rock,Dub FX - Flow.mp3
Love Someone,Dub FX,2020 April,2gpeZFm3eA3PN1Zui5Hgin,https://open.spotify.com/track/2gpeZFm3eA3PN1Zui5Hgin,94%,Retro Dance & Pop-Rock,Dub FX - Love Someone.mp3
Save Tonight,Eagle-Eye Cherry,2019 April,1UnBgNb8NPtLBB96yarlCV,https://open.spotify.com/track/1UnBgNb8NPtLBB96yarlCV,94%,Retro Dance & Pop-Rock,Eagle-Eye Cherry - Save Tonight [www.slider.kz].mp3
Shape of You,Ed Sheeran,2018 August,7qiZfU4dY1lWllzX7mPBI3,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,94%,Retro Dance & Pop-Rock,Ed Sheeran - Shape of You [www.slider.kz].mp3
Everdream,Epic Soul Factory,2018 September,3j8kt4pX9Cwr5YJNafHR22,https://open.spotify.com/track/3j8kt4pX9Cwr5YJNafHR22,94%,Retro Dance & Pop-Rock,Epic Soul Factory - Everdream [www.sly.kz].mp3
I'm Still Crying,Eternal,2020 July,2PCAd77NIx0C3gmUj48D2P,https://open.spotify.com/track/2PCAd77NIx0C3gmUj48D2P,94%,Retro Dance & Pop-Rock,Eternal - I'm Still Crying.mp3
Circles,Evren Furtuna,2019 April,11xaeGazwUZ4GF5buWhYOd,https://open.spotify.com/track/11xaeGazwUZ4GF5buWhYOd,94%,Retro Dance & Pop-Rock,Evren Furtuna - Circles [www.slider.kz].mp3
I Was There,Faithless,2020 April,5A0XLs6Yh3CCGDqyETgr8C,https://open.spotify.com/track/5A0XLs6Yh3CCGDqyETgr8C,94%,Retro Dance & Pop-Rock,Faithless - I Was There.mp3
Pushing On,Francesco Dinoia,2020 May,3MG0JHlkQbsq4GW332olhK,https://open.spotify.com/track/3MG0JHlkQbsq4GW332olhK,94%,Retro Dance & Pop-Rock,Francesco Dinoia - Pushing On.mp3
The Whistle Song,Frankie Knuckles,2020 June,0DwAc0Z8Td3jv5frUznqu1,https://open.spotify.com/track/0DwAc0Z8Td3jv5frUznqu1,94%,Retro Dance & Pop-Rock,Frankie Knuckles - The Whistle Song.mp3
The Whistle Song (Re-Directed),Frankie Knuckles,2020 June,0DwAc0Z8Td3jv5frUznqu1,https://open.spotify.com/track/0DwAc0Z8Td3jv5frUznqu1,94%,Retro Dance & Pop-Rock,Frankie Knuckles - The Whistle Song (Re-Directed).mp3
Careless Whisper,George Michael,2019 April,5ac3D4hNLW7NFhYFCThXgh,https://open.spotify.com/track/5ac3D4hNLW7NFhYFCThXgh,94%,Retro Dance & Pop-Rock,George Michael - Careless Whisper [www.slider.kz].mp3
I Hate U I Love U,Gnash,2020 April,06SfocHeW2m0LoJw7fLvGu,https://open.spotify.com/track/06SfocHeW2m0LoJw7fLvGu,94%,Retro Dance & Pop-Rock,Gnash - I Hate U I Love U.mp3
Love Hurts,Gram Parsons,2020 July,3cTwv4Z5lXX8AvzofQ46LR,https://open.spotify.com/track/3cTwv4Z5lXX8AvzofQ46LR,94%,Retro Dance & Pop-Rock,Gram Parsons - Love Hurts.mp3
My Friend,Groove Armada,2020 October,5LRxSyiIRHQD26h1mdM0Ir,https://open.spotify.com/track/5LRxSyiIRHQD26h1mdM0Ir,94%,Retro Dance & Pop-Rock,Groove Armada - My Friend.mp3
500 miles (from Inside Llewyn Davis),Halia Meguid,2017 April,6oMZhY0f1ReI6AJDDYfuSb,https://open.spotify.com/track/6oMZhY0f1ReI6AJDDYfuSb,94%,Retro Dance & Pop-Rock,Halia Meguid  - 500 miles (from Inside Llewyn Davis).mp3
Because I Love You (The Postman Song),Hit Crew Masters,2017 April,06VZvIMIAxtBcP2incU67v,https://open.spotify.com/track/06VZvIMIAxtBcP2incU67v,94%,Retro Dance & Pop-Rock,Hit Crew Masters - Because I Love You (The Postman Song).mp3
I'm Lonely,Hollis P. Monroe,2020 May,6rpayK1hzzw5jbQGt5cVG0,https://open.spotify.com/track/6rpayK1hzzw5jbQGt5cVG0,94%,Retro Dance & Pop-Rock,Hollis P. Monroe - I'm Lonely.mp3
Like You,Hot Since 82,2020 June,4Jez17mG05paOW8JcZTygK,https://open.spotify.com/track/4Jez17mG05paOW8JcZTygK,94%,Retro Dance & Pop-Rock,Hot Since 82 - Like You.mp3
Yalla,INNA,2016 December,1Pe6N8JzZbdhM7eqopif3u,https://open.spotify.com/track/1Pe6N8JzZbdhM7eqopif3u,94%,Retro Dance & Pop-Rock,INNA - Yalla.mp3
Afterglow,INXS,2020 July,28ifPHns96vaSFxC47C57t,https://open.spotify.com/track/28ifPHns96vaSFxC47C57t,94%,Retro Dance & Pop-Rock,INXS - Afterglow.mp3
Reunite (Niklas Thal Edit),Isbells,2017 March,3stIYspWCgBe0JxbQvkKsv,https://open.spotify.com/track/3stIYspWCgBe0JxbQvkKsv,94%,Retro Dance & Pop-Rock,Isbells - Reunite (Niklas Thal Edit).mp3
Hymn,Jhonny,2017 May,6PKlg0o353xc1WDjX4LHdP,https://open.spotify.com/track/6PKlg0o353xc1WDjX4LHdP,94%,Retro Dance & Pop-Rock,Jhonny - Hymn.mp3
Ain't Nobody Gonna Take That From Me,Joe Nichols,2018 September,3uDFn1dqJHvq8TkQMJgNWB,https://open.spotify.com/track/3uDFn1dqJHvq8TkQMJgNWB,94%,Retro Dance & Pop-Rock,Joe Nichols - Ain't Nobody Gonna Take That From Me [www.slider.kz].mp3
I don't trust myself ( Dotan Cover ) [Oliver Flohr Edit],John Mayer,2017 March,12wg5BSwRKCTY6iPfGFx9r,https://open.spotify.com/track/12wg5BSwRKCTY6iPfGFx9r,94%,Retro Dance & Pop-Rock,John Mayer  - I don't trust myself ( Dotan Cover ) [Oliver Flohr Edit].mp3
